country,country_code_m49,year,month,temp_change_c
Chad,148,2023,1,1.075
Chad,148,2024,1,0.883
Chad,148,2025,1,2.073
Chad,148,2020,2,-0.657
Chad,148,2021,2,-0.901
Chad,148,2022,2,-1.254
Chad,148,2023,2,0.542
Chad,148,2024,2,1.683
Chad,148,2025,2,1.325
Chad,148,2020,3,1.895
Chad,148,2021,3,1.033
Chad,148,2022,3,0.049
Chad,148,2023,3,0.899
Chad,148,2024,3,3.505
Chad,148,2025,3,1.692
Chad,148,2020,4,2.29
Chad,148,2021,4,0.992
Chad,148,2022,4,2.468
Chad,148,2023,4,2.128
Chad,148,2024,4,3.118
Chad,148,2025,4,1.743
Chad,148,2020,5,2.162
Chad,148,2021,5,1.577
Chad,148,2022,5,1.473
Chad,148,2023,5,2.675
Chad,148,2024,5,4.163
Chad,148,2025,5,1.864
Chad,148,2020,6,1.882
Chad,148,2021,6,1.066
Chad,148,2022,6,1.414
Chad,148,2023,6,-0.45
Chad,148,2024,6,1.792
Chad,148,2025,6,1.366
Chad,148,2020,7,1.332
Chad,148,2021,7,0.475
Chad,148,2022,7,-0.292
Chad,148,2023,7,1.316
Chad,148,2024,7,0.245
Chad,148,2025,7,0.688
Chad,148,2020,8,0.109
Chad,148,2021,8,0.433
Chad,148,2022,8,0.042
Chad,148,2023,8,1.005
Chad,148,2024,8,0.141
Chad,148,2025,8,0.42
Chad,148,2020,9,0.059
Chad,148,2021,9,1.13
Chad,148,2022,9,-0.067
Chad,148,2023,9,0.974
Chad,148,2024,9,0.514
Chad,148,2025,9,0.335
Chad,148,2020,10,0.676
Chad,148,2021,10,1.08
Chad,148,2022,10,1.06
Chad,148,2023,10,1.92
Chad,148,2024,10,0.834
Chad,148,2025,10,-0.151
Chad,148,2020,11,0.632
Chad,148,2021,11,2.632
Chad,148,2022,11,1.068
Chad,148,2023,11,2.881
Chad,148,2024,11,0.722
Chad,148,2025,11,0.9
Chad,148,2020,12,1.743
Chad,148,2021,12,1.326
Chad,148,2022,12,1.156
Chad,148,2023,12,1.802
Chad,148,2024,12,0.96
Chad,148,2025,12,2.327
Channel Islands,830,2020,1,2.65
Channel Islands,830,2021,1,0.664
Channel Islands,830,2022,1,1.385
Channel Islands,830,2023,1,1.958
Channel Islands,830,2024,1,1.113
Channel Islands,830,2025,1,0.161
Channel Islands,830,2020,2,3.354
Channel Islands,830,2021,2,1.717
Channel Islands,830,2022,2,2.867
Channel Islands,830,2023,2,1.881
Channel Islands,830,2024,2,4.197
Channel Islands,830,2025,2,1.437
Channel Islands,830,2020,3,1.444
Channel Islands,830,2021,3,1.335
Channel Islands,830,2022,3,2.508
Channel Islands,830,2023,3,2.256
Channel Islands,830,2024,3,2.385
Channel Islands,830,2025,3,1.968
Channel Islands,830,2020,4,3.397
Channel Islands,830,2021,4,-0.326
Channel Islands,830,2022,4,1.662
Channel Islands,830,2023,4,1.405
Channel Islands,830,2024,4,2.141
Channel Islands,830,2025,4,3.028
Channel Islands,830,2020,5,2.27
Channel Islands,830,2021,5,0.003
Channel Islands,830,2022,5,2.589
Channel Islands,830,2023,5,2.04
Channel Islands,830,2024,5,2.174
Channel Islands,830,2025,5,2.452
Channel Islands,830,2020,6,1.389
Channel Islands,830,2021,6,1.599
Channel Islands,830,2022,6,2.157
Channel Islands,830,2023,6,3.537
Channel Islands,830,2024,6,0.883
Channel Islands,830,2025,6,3.566
Channel Islands,830,2020,7,0.973
Channel Islands,830,2021,7,1.453
Channel Islands,830,2022,7,3.038
Channel Islands,830,2023,7,1.456
Channel Islands,830,2024,7,1.179
Channel Islands,830,2025,7,2.498
Channel Islands,830,2020,8,2.499
Channel Islands,830,2021,8,0.564
Channel Islands,830,2022,8,3.536
Channel Islands,830,2023,8,1.495
Channel Islands,830,2024,8,1.956
Channel Islands,830,2025,8,2.508
Channel Islands,830,2020,9,1.583
Channel Islands,830,2021,9,2.291
Channel Islands,830,2022,9,1.466
Channel Islands,830,2023,9,3.853
Channel Islands,830,2024,9,0.472
Channel Islands,830,2025,9,0.742
Channel Islands,830,2020,10,0.302
Channel Islands,830,2021,10,1.396
Channel Islands,830,2022,10,3.211
Channel Islands,830,2023,10,2.718
Channel Islands,830,2024,10,1.599
Channel Islands,830,2025,10,1.254
Channel Islands,830,2020,11,2.577
Channel Islands,830,2021,11,0.59
Channel Islands,830,2022,11,2.918
Channel Islands,830,2023,11,1.974
Channel Islands,830,2024,11,1.803
Channel Islands,830,2025,11,2.539
Channel Islands,830,2020,12,1.307
Channel Islands,830,2021,12,1.862
Channel Islands,830,2022,12,-0.119
Channel Islands,830,2023,12,2.892
Channel Islands,830,2024,12,1.587
Channel Islands,830,2025,12,1.717
Chile,152,2020,1,0.987
Chile,152,2021,1,-0.018
Chile,152,2022,1,0.197
Chile,152,2023,1,0.988
Chile,152,2024,1,1.303
Chile,152,2025,1,1.21
Chile,152,2020,2,0.579
Chile,152,2021,2,0.63
Chile,152,2022,2,0.393
Chile,152,2023,2,1.216
Chile,152,2024,2,1.849
Chile,152,2025,2,0.926
Chile,152,2020,3,1.671
Chile,152,2021,3,0.889
Chile,152,2022,3,-0.197
Chile,152,2023,3,1.056
Chile,152,2024,3,0.841
Chile,152,2025,3,0.665
Chile,152,2020,4,1.34
Chile,152,2021,4,1.383
Chile,152,2022,4,-0.355
Chile,152,2023,4,1.125
Chile,152,2024,4,0.489
Chile,152,2025,4,0.415
Chile,152,2020,5,1.029
Chile,152,2021,5,0.456
Chile,152,2022,5,-0.363
Chile,152,2023,5,1.194
Chile,152,2024,5,-1.586
Chile,152,2025,5,0.481
Chile,152,2020,6,0.515
Chile,152,2021,6,0.379
Chile,152,2022,6,-0.137
Chile,152,2023,6,1.352
Chile,152,2024,6,0.235
Chile,152,2025,6,0.363
Chile,152,2020,7,-0.557
Chile,152,2021,7,0.807
Chile,152,2022,7,-0.236
Chile,152,2023,7,1.023
Chile,152,2024,7,-0.216
Chile,152,2025,7,1.06
Chile,152,2020,8,0.134
Chile,152,2021,8,0.789
Chile,152,2022,8,0.31
Chile,152,2023,8,1.371
Chile,152,2024,8,0.292
Chile,152,2025,8,1.394
Chile,152,2020,9,0.572
Chile,152,2021,9,0.992
Chile,152,2022,9,0.235
Chile,152,2023,9,0.552
Chile,152,2024,9,0.43
Chile,152,2025,9,1.227
Chile,152,2020,10,0.379
Chile,152,2021,10,0.526
Chile,152,2022,10,0.252
Chile,152,2023,10,0.394
Chile,152,2024,10,1.512
Chile,152,2025,10,0.788
Chile,152,2020,11,0.713
Chile,152,2021,11,0.332
Chile,152,2022,11,1.539
Chile,152,2023,11,-0.443
Chile,152,2024,11,0.046
Chile,152,2025,11,1.071
Chile,152,2020,12,0.253
Chile,152,2021,12,1.131
Chile,152,2022,12,0.979
Chile,152,2023,12,0.318
Chile,152,2024,12,0.24
Chile,152,2025,12,0.802
China,159,2020,1,2.538
China,159,2021,1,1.471
China,159,2022,1,2.204
China,159,2023,1,1.619
China,159,2024,1,2.468
China,159,2025,1,2.979
China,159,2020,2,3.185
China,159,2021,2,4.29
China,159,2022,2,0.022
China,159,2023,2,3.463
China,159,2024,2,1.418
China,159,2025,2,1.594
China,159,2020,3,2.791
China,159,2021,3,3.454
China,159,2022,3,3.905
China,159,2023,3,3.674
China,159,2024,3,2.731
China,159,2025,3,2.062
China,159,2020,4,1.06
China,159,2021,4,1.001
China,159,2022,4,2.059
China,159,2023,4,1.266
China,159,2024,4,3.127
China,159,2025,4,2.816
China,159,2020,5,1.819
China,159,2021,5,1.449
China,159,2022,5,1.264
China,159,2023,5,0.903
China,159,2024,5,2.388
China,159,2025,5,1.837
China,159,2020,6,1.398
China,159,2021,6,1.466
China,159,2022,6,1.953
China,159,2023,6,1.796
China,159,2024,6,1.731
China,159,2025,6,1.972
China,159,2020,7,0.859
China,159,2021,7,1.864
China,159,2022,7,1.88
China,159,2023,7,1.751
China,159,2024,7,2.026
China,159,2025,7,2.231
China,159,2020,8,1.272
China,159,2021,8,0.774
China,159,2022,8,1.941
China,159,2023,8,1.747
China,159,2024,8,2.396
China,159,2025,8,1.404
China,159,2020,9,1.335
China,159,2021,9,2.404
China,159,2022,9,2.025
China,159,2023,9,2.295
China,159,2024,9,2.534
China,159,2025,9,1.95
China,159,2020,10,0.729
China,159,2021,10,1.134
China,159,2022,10,1.071
China,159,2023,10,2.559
China,159,2024,10,1.964
China,159,2025,10,1.17
China,159,2020,11,1.814
China,159,2021,11,0.961
China,159,2022,11,2.775
China,159,2023,11,1.752
China,159,2024,11,3.223
China,159,2025,11,1.963
China,159,2020,12,0.158
China,159,2021,12,1.729
China,159,2022,12,-0.126
China,159,2023,12,1.289
China,159,2024,12,1.065
China,159,2025,12,2.604
"China, Hong Kong SAR",344,2020,1,3.5
"China, Hong Kong SAR",344,2021,1,1.106
"China, Hong Kong SAR",344,2022,1,2.771
"China, Hong Kong SAR",344,2023,1,1.342
"China, Hong Kong SAR",344,2024,1,2.486
"China, Hong Kong SAR",344,2025,1,1.895
"China, Hong Kong SAR",344,2020,2,2.682
"China, Hong Kong SAR",344,2021,2,4.538
"China, Hong Kong SAR",344,2022,2,-1.414
"China, Hong Kong SAR",344,2023,2,3.523
"China, Hong Kong SAR",344,2024,2,2.764
"China, Hong Kong SAR",344,2025,2,1.65
"China, Hong Kong SAR",344,2020,3,2.658
"China, Hong Kong SAR",344,2021,3,3.527
"China, Hong Kong SAR",344,2022,3,3.305
"China, Hong Kong SAR",344,2023,3,2.283
"China, Hong Kong SAR",344,2024,3,2.215
"China, Hong Kong SAR",344,2025,3,0.977
"China, Hong Kong SAR",344,2020,4,-0.792
"China, Hong Kong SAR",344,2021,4,1.91
"China, Hong Kong SAR",344,2022,4,1.031
"China, Hong Kong SAR",344,2023,4,0.944
"China, Hong Kong SAR",344,2024,4,3.288
"China, Hong Kong SAR",344,2025,4,1.005
"China, Hong Kong SAR",344,2020,5,1.839
"China, Hong Kong SAR",344,2021,5,2.875
"China, Hong Kong SAR",344,2022,5,-1.137
"China, Hong Kong SAR",344,2023,5,0.401
"China, Hong Kong SAR",344,2024,5,-0.274
"China, Hong Kong SAR",344,2025,5,0.366
"China, Hong Kong SAR",344,2020,6,1.385
"China, Hong Kong SAR",344,2021,6,1.178
"China, Hong Kong SAR",344,2022,6,0.738
"China, Hong Kong SAR",344,2023,6,1.47
"China, Hong Kong SAR",344,2024,6,0.727
"China, Hong Kong SAR",344,2025,6,0.891
"China, Hong Kong SAR",344,2020,7,1.68
"China, Hong Kong SAR",344,2021,7,1.272
"China, Hong Kong SAR",344,2022,7,1.555
"China, Hong Kong SAR",344,2023,7,1.292
"China, Hong Kong SAR",344,2024,7,0.993
"China, Hong Kong SAR",344,2025,7,0.849
"China, Hong Kong SAR",344,2020,8,1.022
"China, Hong Kong SAR",344,2021,8,0.66
"China, Hong Kong SAR",344,2022,8,0.695
"China, Hong Kong SAR",344,2023,8,0.921
"China, Hong Kong SAR",344,2024,8,1.208
"China, Hong Kong SAR",344,2025,8,-0.087
"China, Hong Kong SAR",344,2020,9,1.473
"China, Hong Kong SAR",344,2021,9,2.655
"China, Hong Kong SAR",344,2022,9,2.101
"China, Hong Kong SAR",344,2023,9,1.24
"China, Hong Kong SAR",344,2024,9,1.722
"China, Hong Kong SAR",344,2025,9,1.129
"China, Hong Kong SAR",344,2020,10,0.707
"China, Hong Kong SAR",344,2021,10,0.746
"China, Hong Kong SAR",344,2022,10,1.39
"China, Hong Kong SAR",344,2023,10,1.358
"China, Hong Kong SAR",344,2024,10,2.36
"China, Hong Kong SAR",344,2025,10,2.098
"China, Hong Kong SAR",344,2020,11,2.893
"China, Hong Kong SAR",344,2021,11,1.18
"China, Hong Kong SAR",344,2022,11,2.621
"China, Hong Kong SAR",344,2023,11,2.135
"China, Hong Kong SAR",344,2024,11,2.105
"China, Hong Kong SAR",344,2025,11,0.584
"China, Hong Kong SAR",344,2020,12,0.392
"China, Hong Kong SAR",344,2021,12,1.195
"China, Hong Kong SAR",344,2022,12,-1.541
"China, Hong Kong SAR",344,2023,12,1.317
"China, Hong Kong SAR",344,2024,12,0.768
"China, Hong Kong SAR",344,2025,12,2.588
"China, Macao SAR",446,2020,1,3.5
"China, Macao SAR",446,2021,1,1.106
"China, Macao SAR",446,2022,1,2.771
"China, Macao SAR",446,2023,1,1.342
"China, Macao SAR",446,2024,1,2.486
"China, Macao SAR",446,2025,1,1.895
"China, Macao SAR",446,2020,2,2.682
"China, Macao SAR",446,2021,2,4.538
"China, Macao SAR",446,2022,2,-1.414
"China, Macao SAR",446,2023,2,3.523
"China, Macao SAR",446,2024,2,2.764
"China, Macao SAR",446,2025,2,1.65
"China, Macao SAR",446,2020,3,2.658
"China, Macao SAR",446,2021,3,3.527
"China, Macao SAR",446,2022,3,3.305
"China, Macao SAR",446,2023,3,2.283
"China, Macao SAR",446,2024,3,2.215
"China, Macao SAR",446,2025,3,0.977
"China, Macao SAR",446,2020,4,-0.792
"China, Macao SAR",446,2021,4,1.91
"China, Macao SAR",446,2022,4,1.031
"China, Macao SAR",446,2023,4,0.944
"China, Macao SAR",446,2024,4,3.288
"China, Macao SAR",446,2025,4,1.005
"China, Macao SAR",446,2020,5,1.839
"China, Macao SAR",446,2021,5,2.875
"China, Macao SAR",446,2022,5,-1.137
"China, Macao SAR",446,2023,5,0.401
"China, Macao SAR",446,2024,5,-0.274
"China, Macao SAR",446,2025,5,0.366
"China, Macao SAR",446,2020,6,1.385
"China, Macao SAR",446,2021,6,1.178
"China, Macao SAR",446,2022,6,0.738
"China, Macao SAR",446,2023,6,1.47
"China, Macao SAR",446,2024,6,0.727
"China, Macao SAR",446,2025,6,0.891
"China, Macao SAR",446,2020,7,1.68
"China, Macao SAR",446,2021,7,1.272
"China, Macao SAR",446,2022,7,1.555
"China, Macao SAR",446,2023,7,1.292
"China, Macao SAR",446,2024,7,0.993
"China, Macao SAR",446,2025,7,0.849
"China, Macao SAR",446,2020,8,1.022
"China, Macao SAR",446,2021,8,0.66
"China, Macao SAR",446,2022,8,0.695
"China, Macao SAR",446,2023,8,0.921
"China, Macao SAR",446,2024,8,1.208
"China, Macao SAR",446,2025,8,-0.087
"China, Macao SAR",446,2020,9,1.473
"China, Macao SAR",446,2021,9,2.655
"China, Macao SAR",446,2022,9,2.101
"China, Macao SAR",446,2023,9,1.24
"China, Macao SAR",446,2024,9,1.722
"China, Macao SAR",446,2025,9,1.129
"China, Macao SAR",446,2020,10,0.707
"China, Macao SAR",446,2021,10,0.746
"China, Macao SAR",446,2022,10,1.39
"China, Macao SAR",446,2023,10,1.358
"China, Macao SAR",446,2024,10,2.36
"China, Macao SAR",446,2025,10,2.098
"China, Macao SAR",446,2020,11,2.893
"China, Macao SAR",446,2021,11,1.18
"China, Macao SAR",446,2022,11,2.621
"China, Macao SAR",446,2023,11,2.135
"China, Macao SAR",446,2024,11,2.105
"China, Macao SAR",446,2025,11,0.584
"China, Macao SAR",446,2020,12,0.392
"China, Macao SAR",446,2021,12,1.195
"China, Macao SAR",446,2022,12,-1.541
"China, Macao SAR",446,2023,12,1.317
"China, Macao SAR",446,2024,12,0.768
"China, Macao SAR",446,2025,12,2.588
"China, mainland",156,2020,1,2.537
"China, mainland",156,2021,1,1.474
"China, mainland",156,2022,1,2.205
"China, mainland",156,2023,1,1.62
"China, mainland",156,2024,1,2.471
"China, mainland",156,2025,1,2.987
"China, mainland",156,2020,2,3.188
"China, mainland",156,2021,2,4.289
"China, mainland",156,2022,2,0.025
"China, mainland",156,2023,2,3.469
"China, mainland",156,2024,2,1.414
"China, mainland",156,2025,2,1.599
"China, mainland",156,2020,3,2.793
"China, mainland",156,2021,3,3.455
"China, mainland",156,2022,3,3.907
"China, mainland",156,2023,3,3.68
"China, mainland",156,2024,3,2.734
"China, mainland",156,2025,3,2.065
"China, mainland",156,2020,4,1.066
"China, mainland",156,2021,4,0.999
"China, mainland",156,2022,4,2.062
"China, mainland",156,2023,4,1.265
"China, mainland",156,2024,4,3.128
"China, mainland",156,2025,4,2.82
"China, mainland",156,2020,5,1.817
"China, mainland",156,2021,5,1.444
"China, mainland",156,2022,5,1.274
"China, mainland",156,2023,5,0.901
"China, mainland",156,2024,5,2.396
"China, mainland",156,2025,5,1.839
"China, mainland",156,2020,6,1.393
"China, mainland",156,2021,6,1.466
"China, mainland",156,2022,6,1.958
"China, mainland",156,2023,6,1.795
"China, mainland",156,2024,6,1.735
"China, mainland",156,2025,6,1.971
"China, mainland",156,2020,7,0.857
"China, mainland",156,2021,7,1.867
"China, mainland",156,2022,7,1.881
"China, mainland",156,2023,7,1.752
"China, mainland",156,2024,7,2.027
"China, mainland",156,2025,7,2.238
"China, mainland",156,2020,8,1.273
"China, mainland",156,2021,8,0.776
"China, mainland",156,2022,8,1.942
"China, mainland",156,2023,8,1.75
"China, mainland",156,2024,8,2.401
"China, mainland",156,2025,8,1.407
"China, mainland",156,2020,9,1.34
"China, mainland",156,2021,9,2.403
"China, mainland",156,2022,9,2.027
"China, mainland",156,2023,9,2.299
"China, mainland",156,2024,9,2.536
"China, mainland",156,2025,9,1.948
"China, mainland",156,2020,10,0.73
"China, mainland",156,2021,10,1.132
"China, mainland",156,2022,10,1.071
"China, mainland",156,2023,10,2.564
"China, mainland",156,2024,10,1.965
"China, mainland",156,2025,10,1.161
"China, mainland",156,2020,11,1.811
"China, mainland",156,2021,11,0.964
"China, mainland",156,2022,11,2.776
"China, mainland",156,2023,11,1.753
"China, mainland",156,2024,11,3.227
"China, mainland",156,2025,11,1.97
"China, mainland",156,2020,12,0.156
"China, mainland",156,2021,12,1.733
"China, mainland",156,2022,12,-0.122
"China, mainland",156,2023,12,1.291
"China, mainland",156,2024,12,1.068
"China, mainland",156,2025,12,2.608
"China, Taiwan Province of",158,2020,1,2.705
"China, Taiwan Province of",158,2021,1,0.604
"China, Taiwan Province of",158,2022,1,1.981
"China, Taiwan Province of",158,2023,1,1.273
"China, Taiwan Province of",158,2024,1,1.623
"China, Taiwan Province of",158,2025,1,0.97
"China, Taiwan Province of",158,2020,2,2.453
"China, Taiwan Province of",158,2021,2,4.474
"China, Taiwan Province of",158,2022,2,-0.751
"China, Taiwan Province of",158,2023,2,1.872
"China, Taiwan Province of",158,2024,2,2.399
"China, Taiwan Province of",158,2025,2,0.362
"China, Taiwan Province of",158,2020,3,2.214
"China, Taiwan Province of",158,2021,3,3.147
"China, Taiwan Province of",158,2022,3,3.402
"China, Taiwan Province of",158,2023,3,2.086
"China, Taiwan Province of",158,2024,3,1.838
"China, Taiwan Province of",158,2025,3,1.386
"China, Taiwan Province of",158,2020,4,-0.55
"China, Taiwan Province of",158,2021,4,1.6
"China, Taiwan Province of",158,2022,4,1.401
"China, Taiwan Province of",158,2023,4,1.492
"China, Taiwan Province of",158,2024,4,2.864
"China, Taiwan Province of",158,2025,4,1.879
"China, Taiwan Province of",158,2020,5,2.262
"China, Taiwan Province of",158,2021,5,2.743
"China, Taiwan Province of",158,2022,5,-1.396
"China, Taiwan Province of",158,2023,5,1.483
"China, Taiwan Province of",158,2024,5,0.329
"China, Taiwan Province of",158,2025,5,1.299
"China, Taiwan Province of",158,2020,6,2.746
"China, Taiwan Province of",158,2021,6,1.483
"China, Taiwan Province of",158,2022,6,0.568
"China, Taiwan Province of",158,2023,6,2.041
"China, Taiwan Province of",158,2024,6,0.702
"China, Taiwan Province of",158,2025,6,2.267
"China, Taiwan Province of",158,2020,7,1.387
"China, Taiwan Province of",158,2021,7,1.181
"China, Taiwan Province of",158,2022,7,1.602
"China, Taiwan Province of",158,2023,7,1.435
"China, Taiwan Province of",158,2024,7,1.707
"China, Taiwan Province of",158,2025,7,0.332
"China, Taiwan Province of",158,2020,8,0.95
"China, Taiwan Province of",158,2021,8,0.325
"China, Taiwan Province of",158,2022,8,1.759
"China, Taiwan Province of",158,2023,8,0.855
"China, Taiwan Province of",158,2024,8,1.218
"China, Taiwan Province of",158,2025,8,0.772
"China, Taiwan Province of",158,2020,9,-0.115
"China, Taiwan Province of",158,2021,9,2.535
"China, Taiwan Province of",158,2022,9,1.497
"China, Taiwan Province of",158,2023,9,1.389
"China, Taiwan Province of",158,2024,9,2.1
"China, Taiwan Province of",158,2025,9,2.5
"China, Taiwan Province of",158,2020,10,0.513
"China, Taiwan Province of",158,2021,10,1.578
"China, Taiwan Province of",158,2022,10,1.154
"China, Taiwan Province of",158,2023,10,1.307
"China, Taiwan Province of",158,2024,10,1.758
"China, Taiwan Province of",158,2025,10,3.452
"China, Taiwan Province of",158,2020,11,2.519
"China, Taiwan Province of",158,2021,11,0.152
"China, Taiwan Province of",158,2022,11,2.607
"China, Taiwan Province of",158,2023,11,1.576
"China, Taiwan Province of",158,2024,11,2.091
"China, Taiwan Province of",158,2025,11,0.254
"China, Taiwan Province of",158,2020,12,0.562
"China, Taiwan Province of",158,2021,12,0.751
"China, Taiwan Province of",158,2022,12,-1.1
"China, Taiwan Province of",158,2023,12,0.787
"China, Taiwan Province of",158,2024,12,0.29
"China, Taiwan Province of",158,2025,12,1.67
Christmas Island,162,2020,1,2.015
Christmas Island,162,2021,1,1.515
Christmas Island,162,2022,1,1.715
Christmas Island,162,2023,1,1.315
Christmas Island,162,2024,1,2.315
Christmas Island,162,2025,1,1.665
Christmas Island,162,2020,2,2.359
Christmas Island,162,2021,2,1.059
Christmas Island,162,2022,2,1.259
Christmas Island,162,2023,2,0.859
Christmas Island,162,2024,2,2.559
Christmas Island,162,2025,2,1.859
Christmas Island,162,2020,3,1.814
Christmas Island,162,2021,3,1.364
Christmas Island,162,2022,3,1.814
Christmas Island,162,2023,3,1.764
Christmas Island,162,2024,3,1.964
Christmas Island,162,2025,3,2.014
Christmas Island,162,2020,4,2.33
Christmas Island,162,2021,4,1.08
Christmas Island,162,2022,4,0.93
Christmas Island,162,2023,4,0.83
Christmas Island,162,2024,4,1.73
Christmas Island,162,2025,4,1.63
Christmas Island,162,2020,5,1.61
Christmas Island,162,2021,5,1.86
Christmas Island,162,2022,5,1.56
Christmas Island,162,2023,5,1.61
Christmas Island,162,2024,5,1.96
Christmas Island,162,2025,5,1.31
Christmas Island,162,2020,6,1.535
Christmas Island,162,2021,6,1.735
Christmas Island,162,2022,6,1.585
Christmas Island,162,2023,6,1.235
Christmas Island,162,2024,6,2.285
Christmas Island,162,2025,6,1.935
Christmas Island,162,2020,7,1.773
Christmas Island,162,2021,7,2.322
Christmas Island,162,2022,7,1.822
Christmas Island,162,2023,7,1.173
Christmas Island,162,2024,7,1.923
Christmas Island,162,2025,7,1.322
Christmas Island,162,2020,8,1.683
Christmas Island,162,2021,8,1.783
Christmas Island,162,2022,8,1.683
Christmas Island,162,2023,8,1.283
Christmas Island,162,2024,8,2.033
Christmas Island,162,2025,8,1.933
Christmas Island,162,2020,9,2.047
Christmas Island,162,2021,9,1.798
Christmas Island,162,2022,9,1.548
Christmas Island,162,2023,9,1.597
Christmas Island,162,2024,9,1.898
Christmas Island,162,2025,9,1.898
Christmas Island,162,2020,10,1.503
Christmas Island,162,2021,10,1.503
Christmas Island,162,2022,10,1.053
Christmas Island,162,2023,10,2.253
Christmas Island,162,2024,10,2.153
Christmas Island,162,2025,10,1.803
Christmas Island,162,2020,11,1.696
Christmas Island,162,2021,11,0.946
Christmas Island,162,2022,11,0.646
Christmas Island,162,2023,11,2.346
Christmas Island,162,2025,11,0.796
Christmas Island,162,2020,12,0.804
Christmas Island,162,2021,12,1.304
Christmas Island,162,2022,12,0.804
Christmas Island,162,2023,12,1.804
Christmas Island,162,2024,12,1.504
Christmas Island,162,2025,12,1.304
Cocos (Keeling) Islands,166,2020,1,1.605
Cocos (Keeling) Islands,166,2021,1,0.905
Cocos (Keeling) Islands,166,2022,1,1.355
Cocos (Keeling) Islands,166,2023,1,0.305
Cocos (Keeling) Islands,166,2024,1,1.905
Cocos (Keeling) Islands,166,2025,1,2.055
Cocos (Keeling) Islands,166,2020,2,1.174
Cocos (Keeling) Islands,166,2021,2,1.424
Cocos (Keeling) Islands,166,2022,2,0.674
Cocos (Keeling) Islands,166,2023,2,0.424
Cocos (Keeling) Islands,166,2024,2,1.974
Cocos (Keeling) Islands,166,2025,2,1.424
Cocos (Keeling) Islands,166,2020,3,1.089
Cocos (Keeling) Islands,166,2021,3,1.039
Cocos (Keeling) Islands,166,2022,3,1.489
Cocos (Keeling) Islands,166,2023,3,0.539
Cocos (Keeling) Islands,166,2024,3,1.189
Cocos (Keeling) Islands,166,2025,3,1.239
Cocos (Keeling) Islands,166,2020,4,2.434
Cocos (Keeling) Islands,166,2021,4,1.434
Cocos (Keeling) Islands,166,2022,4,1.784
Cocos (Keeling) Islands,166,2023,4,0.934
Cocos (Keeling) Islands,166,2024,4,2.034
Cocos (Keeling) Islands,166,2025,4,1.534
Cocos (Keeling) Islands,166,2020,5,1.314
Cocos (Keeling) Islands,166,2021,5,1.314
Cocos (Keeling) Islands,166,2022,5,1.114
Cocos (Keeling) Islands,166,2023,5,1.264
Cocos (Keeling) Islands,166,2024,5,1.914
Cocos (Keeling) Islands,166,2025,5,1.314
Cocos (Keeling) Islands,166,2020,6,1.293
Cocos (Keeling) Islands,166,2021,6,1.143
Cocos (Keeling) Islands,166,2022,6,1.043
Cocos (Keeling) Islands,166,2023,6,0.643
Cocos (Keeling) Islands,166,2024,6,1.893
Cocos (Keeling) Islands,166,2025,6,1.443
Cocos (Keeling) Islands,166,2020,7,1.518
Cocos (Keeling) Islands,166,2021,7,1.868
Cocos (Keeling) Islands,166,2022,7,1.668
Cocos (Keeling) Islands,166,2023,7,0.518
Cocos (Keeling) Islands,166,2024,7,2.418
Cocos (Keeling) Islands,166,2025,7,1.418
Cocos (Keeling) Islands,166,2020,8,1.591
Cocos (Keeling) Islands,166,2021,8,1.341
Cocos (Keeling) Islands,166,2022,8,1.441
Cocos (Keeling) Islands,166,2023,8,0.641
Cocos (Keeling) Islands,166,2024,8,2.141
Cocos (Keeling) Islands,166,2025,8,1.191
Cocos (Keeling) Islands,166,2020,9,1.834
Cocos (Keeling) Islands,166,2021,9,1.634
Cocos (Keeling) Islands,166,2022,9,0.934
Cocos (Keeling) Islands,166,2023,9,1.034
Cocos (Keeling) Islands,166,2024,9,1.634
Cocos (Keeling) Islands,166,2025,9,1.184
Cocos (Keeling) Islands,166,2020,10,1.099
Cocos (Keeling) Islands,166,2021,10,0.649
Cocos (Keeling) Islands,166,2022,10,1.149
Cocos (Keeling) Islands,166,2023,10,1.199
Cocos (Keeling) Islands,166,2024,10,1.599
Cocos (Keeling) Islands,166,2025,10,1.099
Cocos (Keeling) Islands,166,2020,11,1.374
Cocos (Keeling) Islands,166,2021,11,0.624
Cocos (Keeling) Islands,166,2022,11,0.524
Cocos (Keeling) Islands,166,2023,11,1.624
Cocos (Keeling) Islands,166,2024,11,1.574
Cocos (Keeling) Islands,166,2025,11,0.774
Cocos (Keeling) Islands,166,2020,12,0.657
Cocos (Keeling) Islands,166,2021,12,1.107
Cocos (Keeling) Islands,166,2022,12,0.757
Cocos (Keeling) Islands,166,2023,12,1.557
Cocos (Keeling) Islands,166,2024,12,1.757
Cocos (Keeling) Islands,166,2025,12,1.457
Colombia,170,2020,1,1.635
Colombia,170,2021,1,0.927
Colombia,170,2022,1,0.968
Colombia,170,2023,1,0.498
Colombia,170,2024,1,2.433
Colombia,170,2025,1,1.442
Colombia,170,2020,2,2.126
Colombia,170,2021,2,1.241
Colombia,170,2022,2,0.813
Colombia,170,2023,2,1.033
Colombia,170,2024,2,2.212
Colombia,170,2025,2,1.425
Colombia,170,2020,3,1.793
Colombia,170,2021,3,0.461
Colombia,170,2022,3,0.805
Colombia,170,2023,3,0.741
Colombia,170,2024,3,2.504
Colombia,170,2025,3,1.304
Colombia,170,2020,4,2.04
Colombia,170,2021,4,1.306
